score,comparative,positive,negative
-3,-0.125,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.125,""words"":[""dead""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.16666666666666666,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.16666666666666666,""words"":[""threat""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":2,""comparative"":0.14285714285714285,""words"":[""landmark""]}","{""score"":2,""comparative"":0.14285714285714285,""words"":[""fire""]}"
-2,-0.058823529411764705,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.058823529411764705,""words"":[""sigh""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
4,2,"{""score"":4,""comparative"":2,""words"":[""awesome""]}","{""score"":0,""comparative"":0,""words"":[]}"
7,0.7777777777777778,"{""score"":7,""comparative"":0.7777777777777778,""words"":[""awesome"",""happy""]}","{""score"":0,""comparative"":0,""words"":[]}"
5,0.1923076923076923,"{""score"":7,""comparative"":0.2692307692307692,""words"":[""awesome"",""like"",""dreams""]}","{""score"":2,""comparative"":0.07692307692307693,""words"":[""miss""]}"
4,0.36363636363636365,"{""score"":4,""comparative"":0.36363636363636365,""words"":[""awesome""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":2,""comparative"":0.1,""words"":[""dear""]}","{""score"":2,""comparative"":0.1,""words"":[""sad""]}"
2,0.2222222222222222,"{""score"":2,""comparative"":0.2222222222222222,""words"":[""hope""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-4,-0.21052631578947367,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":0.21052631578947367,""words"":[""pain"",""annoyed""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-1,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":1,""words"":[""bad""]}"
-3,-0.75,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.75,""words"":[""bad""]}"
-3,-1,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":1,""words"":[""bad""]}"
-6,-0.2727272727272727,"{""score"":1,""comparative"":0.045454545454545456,""words"":[""wish""]}","{""score"":7,""comparative"":0.3181818181818182,""words"":[""bad"",""wtf""]}"
-9,-0.36,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":9,""comparative"":0.36,""words"":[""bad"",""bad"",""hate""]}"
-2,-0.11764705882352941,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.11764705882352941,""words"":[""sick""]}"
4,0.17391304347826086,"{""score"":4,""comparative"":0.17391304347826086,""words"":[""feeling"",""good""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
5,0.38461538461538464,"{""score"":5,""comparative"":0.38461538461538464,""words"":[""hope"",""good""]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.13636363636363635,"{""score"":5,""comparative"":0.22727272727272727,""words"":[""hoping"",""lucky""]}","{""score"":2,""comparative"":0.09090909090909091,""words"":[""crash""]}"
2,0.05128205128205128,"{""score"":2,""comparative"":0.05128205128205128,""words"":[""like""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.15384615384615385,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.15384615384615385,""words"":[""hurt""]}"
-3,-0.3333333333333333,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.3333333333333333,""words"":[""horrible""]}"
-2,-0.08333333333333333,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.08333333333333333,""words"":[""demand"",""no""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.2222222222222222,"{""score"":4,""comparative"":0.2222222222222222,""words"":[""hope"",""care""]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.17647058823529413,"{""score"":3,""comparative"":0.17647058823529413,""words"":[""perfect""]}","{""score"":0,""comparative"":0,""words"":[]}"
-1,-0.030303030303030304,"{""score"":7,""comparative"":0.21212121212121213,""words"":[""loved"",""wish"",""loved""]}","{""score"":8,""comparative"":0.24242424242424243,""words"":[""poor"",""died"",""awful""]}"
-6,-0.25,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":6,""comparative"":0.25,""words"":[""hurt"",""cramp"",""hurts"",""pressure""]}"
5,0.2,"{""score"":5,""comparative"":0.2,""words"":[""like"",""like"",""want""]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.2,"{""score"":1,""comparative"":0.2,""words"":[""agree""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-5,-0.3125,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":5,""comparative"":0.3125,""words"":[""bored"",""killed""]}"
-2,-0.2222222222222222,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.2222222222222222,""words"":[""crying""]}"
2,0.10526315789473684,"{""score"":3,""comparative"":0.15789473684210525,""words"":[""love""]}","{""score"":1,""comparative"":0.05263157894736842,""words"":[""falling""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.06666666666666667,"{""score"":2,""comparative"":0.06666666666666667,""words"":[""better""]}","{""score"":4,""comparative"":0.13333333333333333,""words"":[""sick"",""exhausted""]}"
3,0.15789473684210525,"{""score"":3,""comparative"":0.15789473684210525,""words"":[""happy""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.08695652173913043,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.08695652173913043,""words"":[""sick""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
6,0.3333333333333333,"{""score"":6,""comparative"":0.3333333333333333,""words"":[""lol"",""lol""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-4,-0.3076923076923077,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":0.3076923076923077,""words"":[""damn""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.058823529411764705,"{""score"":1,""comparative"":0.058823529411764705,""words"":[""want""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.11764705882352941,"{""score"":2,""comparative"":0.11764705882352941,""words"":[""like""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.02631578947368421,"{""score"":3,""comparative"":0.07894736842105263,""words"":[""lol""]}","{""score"":2,""comparative"":0.05263157894736842,""words"":[""tired""]}"
0,0,"{""score"":2,""comparative"":0.08333333333333333,""words"":[""help""]}","{""score"":2,""comparative"":0.08333333333333333,""words"":[""dislike""]}"
-3,-0.6,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.6,""words"":[""suck""]}"
-2,-0.2,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.2,""words"":[""upset""]}"
1,0.030303030303030304,"{""score"":5,""comparative"":0.15151515151515152,""words"":[""great"",""hero""]}","{""score"":4,""comparative"":0.12121212121212122,""words"":[""sad"",""tired""]}"
4,0.23529411764705882,"{""score"":4,""comparative"":0.23529411764705882,""words"":[""amazing""]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.07692307692307693,"{""score"":2,""comparative"":0.07692307692307693,""words"":[""loving""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-6,-0.2857142857142857,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":6,""comparative"":0.2857142857142857,""words"":[""sigh"",""sigh"",""sigh""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
5,0.1785714285714286,"{""score"":9,""comparative"":0.32142857142857145,""words"":[""fresh"",""fresh"",""ha"",""ha"",""lol""]}","{""score"":4,""comparative"":0.14285714285714285,""words"":[""death"",""death""]}"
1,0.047619047619047616,"{""score"":3,""comparative"":0.14285714285714285,""words"":[""haha""]}","{""score"":2,""comparative"":0.09523809523809523,""words"":[""swear""]}"
-2,-0.1111111111111111,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.1111111111111111,""words"":[""ill""]}"
3,0.25,"{""score"":3,""comparative"":0.25,""words"":[""glad""]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-0.6,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.6,""words"":[""evil""]}"
1,0.03125,"{""score"":1,""comparative"":0.03125,""words"":[""protected""]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.11764705882352941,"{""score"":2,""comparative"":0.11764705882352941,""words"":[""please"",""please""]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.09523809523809523,"{""score"":2,""comparative"":0.09523809523809523,""words"":[""like""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.041666666666666664,"{""score"":1,""comparative"":0.041666666666666664,""words"":[""free""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.06666666666666668,"{""score"":1,""comparative"":0.03333333333333333,""words"":[""matter""]}","{""score"":3,""comparative"":0.1,""words"":[""fear"",""no""]}"
5,0.25,"{""score"":5,""comparative"":0.25,""words"":[""love"",""comfort""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.3333333333333333,"{""score"":3,""comparative"":0.3333333333333333,""words"":[""good""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.07407407407407407,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.07407407407407407,""words"":[""crying""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.2857142857142857,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.2857142857142857,""words"":[""tears""]}"
-2,-0.09090909090909091,"{""score"":3,""comparative"":0.13636363636363635,""words"":[""lol""]}","{""score"":5,""comparative"":0.22727272727272727,""words"":[""damn"",""no""]}"
-3,-0.2,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.2,""words"":[""hate""]}"
-2,-0.16666666666666666,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.16666666666666666,""words"":[""missed""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.15384615384615385,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.15384615384615385,""words"":[""miss""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-0.1111111111111111,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.1111111111111111,""words"":[""sorry"",""hurts""]}"
-2,-0.4,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.4,""words"":[""hurts""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
5,0.23809523809523808,"{""score"":5,""comparative"":0.23809523809523808,""words"":[""hope"",""nice""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-1,-0.047619047619047616,"{""score"":1,""comparative"":0.047619047619047616,""words"":[""wish""]}","{""score"":2,""comparative"":0.09523809523809523,""words"":[""stab""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-0.75,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.75,""words"":[""sucks""]}"
-2,-0.5,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.5,""words"":[""ache""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.05714285714285714,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.05714285714285714,""words"":[""sad""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-1,-0.1,"{""score"":1,""comparative"":0.1,""words"":[""big""]}","{""score"":2,""comparative"":0.2,""words"":[""fail""]}"
2,0.14285714285714285,"{""score"":2,""comparative"":0.14285714285714285,""words"":[""hope""]}","{""score"":0,""comparative"":0,""words"":[]}"
-6,-0.42857142857142855,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":6,""comparative"":0.42857142857142855,""words"":[""blah"",""hurt"",""stupid""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-4,-0.14814814814814814,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":0.14814814814814814,""words"":[""missing"",""missing""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.09999999999999998,"{""score"":3,""comparative"":0.3,""words"":[""good""]}","{""score"":2,""comparative"":0.2,""words"":[""miss""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-7,-0.18421052631578946,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":7,""comparative"":0.18421052631578946,""words"":[""bored"",""upset"",""worse""]}"
-2,-0.18181818181818182,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.18181818181818182,""words"":[""bored""]}"
-3,-0.09375,"{""score"":2,""comparative"":0.0625,""words"":[""hopefully""]}","{""score"":5,""comparative"":0.15625,""words"":[""bored"",""killing""]}"
-2,-0.14285714285714285,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.14285714285714285,""words"":[""bored""]}"
-2,-0.5,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.5,""words"":[""bored""]}"
-3,-0.17647058823529413,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.17647058823529413,""words"":[""boring""]}"
-3,-0.1111111111111111,"{""score"":3,""comparative"":0.1111111111111111,""words"":[""lol""]}","{""score"":6,""comparative"":0.2222222222222222,""words"":[""leave"",""damn"",""stops""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.13333333333333333,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.13333333333333333,""words"":[""stupid""]}"
5,0.2941176470588235,"{""score"":7,""comparative"":0.4117647058823529,""words"":[""beautiful"",""amazing""]}","{""score"":2,""comparative"":0.11764705882352941,""words"":[""sad""]}"
-1,-0.2,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":1,""comparative"":0.2,""words"":[""broken""]}"
-4,-1,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":1,""words"":[""broken"",""suck""]}"
-1,-0.125,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":1,""comparative"":0.125,""words"":[""broken""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-1,-0.03333333333333333,"{""score"":1,""comparative"":0.03333333333333333,""words"":[""reached""]}","{""score"":2,""comparative"":0.06666666666666667,""words"":[""flu""]}"
-2,-0.18181818181818182,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.18181818181818182,""words"":[""bummer""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
5,0.15151515151515152,"{""score"":5,""comparative"":0.15151515151515152,""words"":[""great"",""like""]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.25,"{""score"":3,""comparative"":0.25,""words"":[""love""]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.07317073170731707,"{""score"":3,""comparative"":0.07317073170731707,""words"":[""like"",""want""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
7,0.4666666666666667,"{""score"":7,""comparative"":0.4666666666666667,""words"":[""pretty"",""good"",""impressed""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.13333333333333333,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.13333333333333333,""words"":[""weird""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-1,-0.1111111111111111,"{""score"":1,""comparative"":0.1111111111111111,""words"":[""want""]}","{""score"":2,""comparative"":0.2222222222222222,""words"":[""revenge""]}"
4,0.25,"{""score"":4,""comparative"":0.25,""words"":[""good"",""want""]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.375,"{""score"":3,""comparative"":0.375,""words"":[""happy""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.25,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.25,""words"":[""wrong""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-5,-0.29411764705882354,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":5,""comparative"":0.29411764705882354,""words"":[""sad"",""worried""]}"
-3,-0.17647058823529413,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.17647058823529413,""words"":[""suck""]}"
-5,-0.23809523809523808,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":5,""comparative"":0.23809523809523808,""words"":[""sad"",""worried""]}"
0,0,"{""score"":2,""comparative"":0.2857142857142857,""words"":[""like""]}","{""score"":2,""comparative"":0.2857142857142857,""words"":[""crying""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.10526315789473684,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.10526315789473684,""words"":[""tired""]}"
-2,-0.2857142857142857,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.2857142857142857,""words"":[""sick""]}"
-1,-0.1111111111111111,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":1,""comparative"":0.1111111111111111,""words"":[""cry""]}"
-4,-0.25,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":0.25,""words"":[""tired"",""miss""]}"
1,0.125,"{""score"":1,""comparative"":0.125,""words"":[""want""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-5,-0.2631578947368421,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":5,""comparative"":0.2631578947368421,""words"":[""failed"",""hate""]}"
-3,-0.42857142857142855,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.42857142857142855,""words"":[""bad""]}"
0,0,"{""score"":2,""comparative"":0.058823529411764705,""words"":[""like""]}","{""score"":2,""comparative"":0.058823529411764705,""words"":[""sad""]}"
-1,-0.04545454545454544,"{""score"":2,""comparative"":0.09090909090909091,""words"":[""like""]}","{""score"":3,""comparative"":0.13636363636363635,""words"":[""horrible""]}"
-1,-0.14285714285714285,"{""score"":2,""comparative"":0.2857142857142857,""words"":[""like""]}","{""score"":3,""comparative"":0.42857142857142855,""words"":[""crap""]}"
1,0.047619047619047616,"{""score"":2,""comparative"":0.09523809523809523,""words"":[""like""]}","{""score"":1,""comparative"":0.047619047619047616,""words"":[""cry""]}"
-1,-0.04545454545454544,"{""score"":2,""comparative"":0.09090909090909091,""words"":[""like""]}","{""score"":3,""comparative"":0.13636363636363635,""words"":[""die""]}"
-2,-0.3333333333333333,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.3333333333333333,""words"":[""alone""]}"
-6,-0.2857142857142857,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":6,""comparative"":0.2857142857142857,""words"":[""hate"",""bad""]}"
-3,-0.11538461538461539,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.11538461538461539,""words"":[""sick"",""sore""]}"
2,0.16666666666666666,"{""score"":2,""comparative"":0.16666666666666666,""words"":[""thank""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.10526315789473684,"{""score"":2,""comparative"":0.10526315789473684,""words"":[""cheer""]}","{""score"":0,""comparative"":0,""words"":[]}"
-5,-0.4166666666666667,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":5,""comparative"":0.4166666666666667,""words"":[""banned"",""suck""]}"
-2,-0.18181818181818182,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.18181818181818182,""words"":[""ill""]}"
10,0.45454545454545453,"{""score"":10,""comparative"":0.45454545454545453,""words"":[""lol"",""fun"",""lol""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.05555555555555558,"{""score"":5,""comparative"":0.2777777777777778,""words"":[""true"",""fan""]}","{""score"":4,""comparative"":0.2222222222222222,""words"":[""collapse"",""disappointment""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.36363636363636365,"{""score"":4,""comparative"":0.36363636363636365,""words"":[""rofl""]}","{""score"":0,""comparative"":0,""words"":[]}"
-1,-0.1,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":1,""comparative"":0.1,""words"":[""sorry""]}"
-3,-0.6,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.6,""words"":[""hate""]}"
-1,-0.05882352941176472,"{""score"":2,""comparative"":0.11764705882352941,""words"":[""confidence""]}","{""score"":3,""comparative"":0.17647058823529413,""words"":[""hate""]}"
-3,-0.3333333333333333,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.3333333333333333,""words"":[""hate""]}"
-3,-0.5,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.5,""words"":[""hate""]}"
-6,-0.46153846153846156,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":6,""comparative"":0.46153846153846156,""words"":[""hate"",""mad""]}"
-3,-0.6,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.6,""words"":[""hate""]}"
-3,-0.3,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.3,""words"":[""hate""]}"
-5,-1.25,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":5,""comparative"":1.25,""words"":[""hate"",""pain""]}"
1,0.03125,"{""score"":4,""comparative"":0.125,""words"":[""fun""]}","{""score"":3,""comparative"":0.09375,""words"":[""hate""]}"
