score,comparative,positive,negative
-4,-0.4,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":0.4,""words"":[""poor"",""poor""]}"
1,0.09999999999999998,"{""score"":3,""comparative"":0.3,""words"":[""wish"",""help""]}","{""score"":2,""comparative"":0.2,""words"":[""poor""]}"
-2,-0.25,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.25,""words"":[""poor""]}"
1,0.043478260869565216,"{""score"":5,""comparative"":0.21739130434782608,""words"":[""glad"",""fine""]}","{""score"":4,""comparative"":0.17391304347826086,""words"":[""poor"",""rob""]}"
-1,-0.06666666666666667,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":1,""comparative"":0.06666666666666667,""words"":[""no""]}"
4,0.3076923076923077,"{""score"":6,""comparative"":0.46153846153846156,""words"":[""love"",""lol""]}","{""score"":2,""comparative"":0.15384615384615385,""words"":[""lame""]}"
-2,-0.06060606060606061,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.06060606060606061,""words"":[""fail""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
5,0.14705882352941177,"{""score"":5,""comparative"":0.14705882352941177,""words"":[""hug"",""lovely""]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.08823529411764706,"{""score"":3,""comparative"":0.08823529411764706,""words"":[""goodness""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.25,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.25,""words"":[""tragic""]}"
3,0.1111111111111111,"{""score"":3,""comparative"":0.1111111111111111,""words"":[""love""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.03333333333333333,"{""score"":1,""comparative"":0.03333333333333333,""words"":[""want""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.125,"{""score"":5,""comparative"":0.20833333333333334,""words"":[""like"",""good""]}","{""score"":2,""comparative"":0.08333333333333333,""words"":[""missed""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-4,-0.4,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":0.4,""words"":[""embarrassed"",""poor""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-6,-0.35294117647058826,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":6,""comparative"":0.35294117647058826,""words"":[""poor"",""poor"",""sad""]}"
0,0,"{""score"":2,""comparative"":0.05128205128205128,""words"":[""top""]}","{""score"":2,""comparative"":0.05128205128205128,""words"":[""sad""]}"
3,0.13043478260869565,"{""score"":3,""comparative"":0.13043478260869565,""words"":[""loved""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-0.23076923076923078,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.23076923076923078,""words"":[""bad""]}"
1,0.047619047619047616,"{""score"":1,""comparative"":0.047619047619047616,""words"":[""join""]}","{""score"":0,""comparative"":0,""words"":[]}"
11,0.6111111111111112,"{""score"":11,""comparative"":0.6111111111111112,""words"":[""love"",""lol"",""hurrah""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.12903225806451613,"{""score"":4,""comparative"":0.12903225806451613,""words"":[""lmao""]}","{""score"":0,""comparative"":0,""words"":[]}"
-1,-0.07142857142857142,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":1,""comparative"":0.07142857142857142,""words"":[""no""]}"
-2,-0.13333333333333333,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.13333333333333333,""words"":[""fail""]}"
-4,-0.4,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":0.4,""words"":[""poor"",""sad""]}"
-2,-0.16666666666666666,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.16666666666666666,""words"":[""poor""]}"
-2,-0.18181818181818182,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.18181818181818182,""words"":[""sick""]}"
-2,-0.1,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.1,""words"":[""escape"",""escape""]}"
-1,-0.030303030303030304,"{""score"":2,""comparative"":0.06060606060606061,""words"":[""chance""]}","{""score"":3,""comparative"":0.09090909090909091,""words"":[""dead""]}"
-1,-0.041666666666666664,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":1,""comparative"":0.041666666666666664,""words"":[""cancer""]}"
-3,-0.23076923076923078,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.23076923076923078,""words"":[""victims""]}"
1,0.1,"{""score"":1,""comparative"":0.1,""words"":[""pretty""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-4,-0.19047619047619047,"{""score"":2,""comparative"":0.09523809523809523,""words"":[""hope""]}","{""score"":6,""comparative"":0.2857142857142857,""words"":[""sick"",""worried"",""rainy""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-4,-0.8,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":0.8,""words"":[""damn""]}"
6,0.16216216216216217,"{""score"":6,""comparative"":0.16216216216216217,""words"":[""nice"",""hope"",""want""]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-0.1111111111111111,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.1111111111111111,""words"":[""fails"",""no""]}"
1,0.05,"{""score"":1,""comparative"":0.05,""words"":[""reached""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.2222222222222222,"{""score"":2,""comparative"":0.2222222222222222,""words"":[""like""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.2222222222222222,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.2222222222222222,""words"":[""hurting""]}"
-3,-0.2727272727272727,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.2727272727272727,""words"":[""bad""]}"
3,0.16666666666666666,"{""score"":6,""comparative"":0.3333333333333333,""words"":[""best"",""strong"",""praying""]}","{""score"":3,""comparative"":0.16666666666666666,""words"":[""worried""]}"
-4,-0.19047619047619047,"{""score"":2,""comparative"":0.09523809523809523,""words"":[""safety"",""please""]}","{""score"":6,""comparative"":0.2857142857142857,""words"":[""worried"",""violence""]}"
-4,-0.15384615384615385,"{""score"":2,""comparative"":0.07692307692307693,""words"":[""safety"",""please""]}","{""score"":6,""comparative"":0.23076923076923078,""words"":[""worried"",""violence""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-1,-0.07142857142857142,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":1,""comparative"":0.07142857142857142,""words"":[""hard""]}"
-3,-0.2727272727272727,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.2727272727272727,""words"":[""no"",""regrets""]}"
-3,-0.2727272727272727,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.2727272727272727,""words"":[""evil""]}"
2,0.2222222222222222,"{""score"":2,""comparative"":0.2222222222222222,""words"":[""peace""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-1,-0.03571428571428571,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":1,""comparative"":0.03571428571428571,""words"":[""stopping""]}"
-5,-0.20833333333333334,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":5,""comparative"":0.20833333333333334,""words"":[""dead"",""collision""]}"
-6,-0.23076923076923078,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":6,""comparative"":0.23076923076923078,""words"":[""death"",""shit""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.2857142857142857,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.2857142857142857,""words"":[""blah""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.2,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.2,""words"":[""rob""]}"
2,0.07407407407407407,"{""score"":2,""comparative"":0.07407407407407407,""words"":[""cute""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.1111111111111111,"{""score"":2,""comparative"":0.1111111111111111,""words"":[""save""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.07692307692307693,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.07692307692307693,""words"":[""alone""]}"
4,0.3333333333333333,"{""score"":4,""comparative"":0.3333333333333333,""words"":[""fun""]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.2,"{""score"":2,""comparative"":0.2,""words"":[""greetings""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.1,"{""score"":2,""comparative"":0.1,""words"":[""like""]}","{""score"":4,""comparative"":0.2,""words"":[""damn""]}"
3,0.21428571428571427,"{""score"":3,""comparative"":0.21428571428571427,""words"":[""good""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.25,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.25,""words"":[""fail""]}"
-2,-0.1,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.1,""words"":[""hopeless""]}"
2,0.09523809523809523,"{""score"":2,""comparative"":0.09523809523809523,""words"":[""thank""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-1,-0.02941176470588236,"{""score"":2,""comparative"":0.058823529411764705,""words"":[""help""]}","{""score"":3,""comparative"":0.08823529411764706,""words"":[""worried""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.2222222222222222,"{""score"":2,""comparative"":0.2222222222222222,""words"":[""thanks""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.06451612903225806,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.06451612903225806,""words"":[""fail""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-0.42857142857142855,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.42857142857142855,""words"":[""awful""]}"
2,0.18181818181818182,"{""score"":2,""comparative"":0.18181818181818182,""words"":[""worth""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
6,0.15789473684210525,"{""score"":6,""comparative"":0.15789473684210525,""words"":[""good"",""sexy""]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.125,"{""score"":4,""comparative"":0.125,""words"":[""want"",""love""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.0625,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.0625,""words"":[""tits""]}"
2,0.14285714285714285,"{""score"":2,""comparative"":0.14285714285714285,""words"":[""like""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.1,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.1,""words"":[""dupe""]}"
3,0.08823529411764706,"{""score"":3,""comparative"":0.08823529411764706,""words"":[""won""]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.15384615384615385,"{""score"":2,""comparative"":0.15384615384615385,""words"":[""dear""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.15384615384615385,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.15384615384615385,""words"":[""wicked""]}"
3,0.3333333333333333,"{""score"":3,""comparative"":0.3333333333333333,""words"":[""great""]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.07142857142857142,"{""score"":1,""comparative"":0.07142857142857142,""words"":[""want""]}","{""score"":0,""comparative"":0,""words"":[]}"
7,0.5833333333333334,"{""score"":7,""comparative"":0.5833333333333334,""words"":[""great"",""winner""]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.14285714285714285,"{""score"":2,""comparative"":0.14285714285714285,""words"":[""like""]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.3333333333333333,"{""score"":4,""comparative"":0.3333333333333333,""words"":[""win""]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.2727272727272727,"{""score"":4,""comparative"":0.36363636363636365,""words"":[""win""]}","{""score"":1,""comparative"":0.09090909090909091,""words"":[""cry""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
6,0.2857142857142857,"{""score"":6,""comparative"":0.2857142857142857,""words"":[""happy"",""haha""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-5,-0.5555555555555556,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":5,""comparative"":0.5555555555555556,""words"":[""lost"",""sad""]}"
1,0.047619047619047616,"{""score"":1,""comparative"":0.047619047619047616,""words"":[""free""]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.4444444444444444,"{""score"":4,""comparative"":0.4444444444444444,""words"":[""win""]}","{""score"":0,""comparative"":0,""words"":[]}"
-12,-0.3,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":12,""comparative"":0.3,""words"":[""broke"",""fail"",""mad"",""fail"",""damn""]}"
2,0.1111111111111111,"{""score"":4,""comparative"":0.2222222222222222,""words"":[""wish"",""happy""]}","{""score"":2,""comparative"":0.1111111111111111,""words"":[""sad""]}"
1,0.039999999999999994,"{""score"":3,""comparative"":0.12,""words"":[""best""]}","{""score"":2,""comparative"":0.08,""words"":[""sad""]}"
-2,-0.6666666666666666,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.6666666666666666,""words"":[""sad""]}"
-1,-0.04999999999999999,"{""score"":4,""comparative"":0.2,""words"":[""awesome""]}","{""score"":5,""comparative"":0.25,""words"":[""sad"",""died""]}"
-3,-0.375,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.375,""words"":[""sad"",""no""]}"
-2,-0.25,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.25,""words"":[""sad""]}"
4,0.23529411764705885,"{""score"":6,""comparative"":0.35294117647058826,""words"":[""perfect"",""perfect""]}","{""score"":2,""comparative"":0.11764705882352941,""words"":[""sad""]}"
-4,-0.16,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":0.16,""words"":[""sad"",""problem""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-0.21428571428571427,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.21428571428571427,""words"":[""bad""]}"
-1,-0.041666666666666664,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":1,""comparative"":0.041666666666666664,""words"":[""no""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.08,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.08,""words"":[""scary""]}"
4,0.14285714285714285,"{""score"":4,""comparative"":0.14285714285714285,""words"":[""fun""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.041666666666666664,"{""score"":1,""comparative"":0.041666666666666664,""words"":[""yes""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
12,0.35294117647058826,"{""score"":12,""comparative"":0.35294117647058826,""words"":[""smile"",""lucky"",""beautiful"",""beautiful"",""easy""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.02702702702702703,"{""score"":2,""comparative"":0.05405405405405406,""words"":[""worth""]}","{""score"":1,""comparative"":0.02702702702702703,""words"":[""shoot""]}"
0,0,"{""score"":3,""comparative"":0.1111111111111111,""words"":[""hilarious"",""want""]}","{""score"":3,""comparative"":0.1111111111111111,""words"":[""annoyed"",""cut""]}"
-7,-0.23333333333333334,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":7,""comparative"":0.23333333333333334,""words"":[""spam"",""no"",""wtf""]}"
-2,-0.3333333333333333,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.3333333333333333,""words"":[""shame""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
9,0.5294117647058824,"{""score"":9,""comparative"":0.5294117647058824,""words"":[""lmao"",""won"",""like""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-0.42857142857142855,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.42857142857142855,""words"":[""shitty""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-5,-0.7142857142857143,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":5,""comparative"":0.7142857142857143,""words"":[""sick"",""hate""]}"
-6,-0.21428571428571427,"{""score"":2,""comparative"":0.07142857142857142,""words"":[""hopefully""]}","{""score"":8,""comparative"":0.2857142857142857,""words"":[""sick"",""sad"",""fucking""]}"
-2,-0.3333333333333333,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.3333333333333333,""words"":[""sick""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-4,-0.23529411764705882,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":4,""comparative"":0.23529411764705882,""words"":[""ass""]}"
4,0.14814814814814814,"{""score"":4,""comparative"":0.14814814814814814,""words"":[""lucky"",""share""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.3333333333333333,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.3333333333333333,""words"":[""poor""]}"
1,0.16666666666666666,"{""score"":1,""comparative"":0.16666666666666666,""words"":[""dream""]}","{""score"":0,""comparative"":0,""words"":[]}"
9,0.36,"{""score"":9,""comparative"":0.36,""words"":[""want"",""win"",""win""]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.3076923076923077,"{""score"":4,""comparative"":0.3076923076923077,""words"":[""win""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.12903225806451613,"{""score"":4,""comparative"":0.12903225806451613,""words"":[""good"",""promise""]}","{""score"":0,""comparative"":0,""words"":[]}"
2,0.1,"{""score"":2,""comparative"":0.1,""words"":[""thanks""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.16666666666666669,"{""score"":7,""comparative"":0.2916666666666667,""words"":[""like"",""hope"",""lol""]}","{""score"":3,""comparative"":0.125,""words"":[""no"",""missed""]}"
1,0.034482758620689655,"{""score"":1,""comparative"":0.034482758620689655,""words"":[""free""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":2,""comparative"":0.13333333333333333,""words"":[""top""]}","{""score"":2,""comparative"":0.13333333333333333,""words"":[""drunk""]}"
2,0.06896551724137931,"{""score"":2,""comparative"":0.06896551724137931,""words"":[""trust"",""big""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.17647058823529413,"{""score"":3,""comparative"":0.17647058823529413,""words"":[""love""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-0.15789473684210525,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.15789473684210525,""words"":[""hard"",""missed""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.25,"{""score"":4,""comparative"":0.25,""words"":[""great"",""cool""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-3,-0.10344827586206896,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":3,""comparative"":0.10344827586206896,""words"":[""forget"",""crying""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
-6,-0.20689655172413793,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":6,""comparative"":0.20689655172413793,""words"":[""fire"",""no"",""damage""]}"
-2,-0.058823529411764705,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.058823529411764705,""words"":[""pay"",""no""]}"
4,0.12121212121212122,"{""score"":4,""comparative"":0.12121212121212122,""words"":[""fun""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.03225806451612903,"{""score"":1,""comparative"":0.03225806451612903,""words"":[""easy""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
1,0.027777777777777776,"{""score"":3,""comparative"":0.08333333333333333,""words"":[""great""]}","{""score"":2,""comparative"":0.05555555555555555,""words"":[""stuck""]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
6,0.3,"{""score"":6,""comparative"":0.3,""words"":[""love"",""love""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
4,0.13333333333333333,"{""score"":4,""comparative"":0.13333333333333333,""words"":[""fun""]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.1,"{""score"":3,""comparative"":0.1,""words"":[""love""]}","{""score"":0,""comparative"":0,""words"":[]}"
3,0.15,"{""score"":3,""comparative"":0.15,""words"":[""good""]}","{""score"":0,""comparative"":0,""words"":[]}"
-2,-0.09090909090909091,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":2,""comparative"":0.09090909090909091,""words"":[""threatened""]}"
4,0.3076923076923077,"{""score"":4,""comparative"":0.3076923076923077,""words"":[""big"",""fan""]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
0,0,"{""score"":0,""comparative"":0,""words"":[]}","{""score"":0,""comparative"":0,""words"":[]}"
6,0.2727272727272727,"{""score"":6,""comparative"":0.2727272727272727,""words"":[""nice"",""great""]}","{""score"":0,""comparative"":0,""words"":[]}"
